1,3368.5,nan,nan
2,3431.25,nan,nan
3,3379.35,nan,nan
4,3376.55,nan,nan
5,3388.15,nan,nan
6,3477.45,nan,nan
7,3553.4,nan,nan
8,3555.05,nan,nan
9,3624.5499999999997,nan,nan
10,3573.95,nan,nan
11,3580.5,nan,nan
12,3592.1,nan,nan
13,3529.35,nan,nan
14,3542.95,nan,nan
15,3592.95,nan,nan
16,3711.3,nan,nan
17,3708.3499999999995,nan,nan
18,3704.25,nan,nan
19,3741.55,nan,nan
20,3752.85,nan,nan
21,3669.5999999999995,nan,nan
22,3555.45,nan,nan
23,3582.7,nan,nan
24,3633.45,nan,nan
25,3594.2,nan,nan
26,3533.3,nan,nan
27,3517.8,nan,nan
28,3415.85,nan,nan
29,3418.4,nan,nan
30,3425.45,nan,nan
31,3532.65,nan,nan
32,3605.9,nan,nan
33,3591.6,nan,nan
34,3643.3,nan,nan
35,3627.35,nan,nan
36,3643.6,nan,nan
37,3639.3,nan,nan
38,3673.0,nan,nan
39,3626.65,nan,nan
40,3626.1,nan,nan
41,3613.55,nan,nan
42,3564.7999999999997,nan,nan
43,3568.95,nan,nan
44,3592.25,nan,nan
45,3583.8,nan,nan
46,3670.2999999999997,nan,nan
47,3641.75,nan,nan
48,3649.5000000000005,nan,nan
49,3647.55,nan,nan
50,3636.15,nan,nan
51,3637.2,nan,nan
52,3690.05,nan,nan
53,3703.75,nan,nan
54,3748.05,nan,nan
55,3733.45,nan,nan
56,3731.4,nan,nan
57,3692.35,nan,nan
58,3715.9500000000003,nan,nan
59,3697.05,nan,nan
60,3702.1500000000005,nan,nan
61,3727.6,nan,nan
62,3719.2000000000003,nan,nan
63,3697.6999999999994,nan,nan
64,3742.95,nan,nan
65,3806.2,nan,nan
66,3791.1,nan,nan
67,3834.05,nan,nan
68,3829.45,nan,nan
69,3850.5,nan,nan
70,3850.6,nan,nan
71,3875.9,nan,nan
72,3906.6500000000005,nan,nan
73,3921.6,nan,nan
74,3907.5,nan,nan
75,3864.1,nan,nan
