1,494.0,nan,nan
2,498.25,nan,nan
3,499.75,nan,nan
4,491.24999999999994,nan,nan
5,491.54999999999995,nan,nan
6,494.30000000000007,nan,nan
7,490.85,nan,nan
8,496.05000000000007,nan,nan
9,494.25000000000006,nan,nan
10,494.9,nan,nan
11,496.45,nan,nan
12,499.95,nan,nan
13,499.29999999999995,nan,nan
14,502.29999999999995,nan,nan
15,508.9,nan,nan
16,499.65,nan,nan
17,504.65000000000003,nan,nan
18,507.04999999999995,nan,nan
19,506.3,nan,nan
20,515.35,nan,nan
21,510.55,nan,nan
22,525.4,nan,nan
23,519.75,nan,nan
24,521.2,nan,nan
25,526.4,nan,nan
26,525.0,nan,nan
27,536.45,nan,nan
28,539.0,nan,nan
29,534.6,nan,nan
30,536.15,nan,nan
31,535.5,nan,nan
32,541.15,nan,nan
33,551.65,nan,nan
34,555.55,nan,nan
35,560.55,nan,nan
36,549.4,nan,nan
37,545.9,nan,nan
38,536.95,nan,nan
39,526.35,nan,nan
40,259.0,nan,nan
41,256.1,nan,nan
42,260.85,nan,nan
43,255.25,nan,nan
44,254.55,nan,nan
45,254.25,nan,nan
46,255.9,nan,nan
47,255.04999999999998,nan,nan
48,256.85,nan,nan
49,256.55,nan,nan
50,258.4,nan,nan
51,259.3,nan,nan
52,258.35,nan,nan
53,259.6,nan,nan
54,260.0,nan,nan
55,257.8,nan,nan
56,257.75,nan,nan
57,257.7,nan,nan
58,268.25,nan,nan
59,263.2,nan,nan
60,263.8,nan,nan
61,264.05,nan,nan
62,259.85,nan,nan
63,266.85,nan,nan
64,269.0,nan,nan
65,271.1,nan,nan
66,269.15,nan,nan
67,286.05,nan,nan
68,291.55,nan,nan
69,289.55,nan,nan
70,289.35,nan,nan
71,289.7,nan,nan
72,289.05,nan,nan
73,288.45,nan,nan
74,294.8,nan,nan
75,293.8,nan,nan
76,289.1,nan,nan
77,289.4,nan,nan
78,287.75,nan,nan
79,287.4,nan,nan
80,286.5,nan,nan
81,288.15,nan,nan
82,289.7,nan,nan
83,288.5,nan,nan
84,289.95,nan,nan
85,288.35,nan,nan
86,288.1,nan,nan
87,287.7,nan,nan
88,290.25,nan,nan
89,290.0,nan,nan
90,289.4,nan,nan
91,290.7,nan,nan
92,290.75,nan,nan
93,291.2,nan,nan
94,299.1,nan,nan
95,296.45,nan,nan
96,297.3,nan,nan
97,297.25,nan,nan
98,297.2,nan,nan
99,298.95,nan,nan
100,300.5,nan,nan
101,301.15,299.89984130859375,nan
102,298.1,301.154052734375,nan
103,295.9,302.28759765625,nan
104,283.45,303.1854248046875,nan
105,285.75,303.50567626953125,nan
106,289.3,303.2095642089844,nan
107,289.25,302.4299621582031,nan
108,291.9,301.3032531738281,nan
109,291.9,300.0307312011719,nan
110,294.45,298.7588195800781,nan
111,291.9,297.65203857421875,nan
112,290.25,296.7377014160156,nan
113,288.3,295.9951477050781,nan
114,285.9,295.36663818359375,nan
115,280.25,294.76971435546875,nan
116,282.95,294.0455017089844,nan
117,282.75,293.2134704589844,nan
118,283.6,292.3039855957031,nan
119,286.6,291.3836975097656,nan
120,286.8,290.5770263671875,nan
121,287.0,289.9547119140625,nan
122,290.65,289.5530090332031,nan
123,293.45,289.4574890136719,nan
124,291.9,289.73748779296875,nan
125,290.7,290.3424377441406,nan
126,289.85,291.1724853515625,nan
127,294.75,292.11370849609375,nan
128,292.05,293.18560791015625,nan
129,296.9,294.2890930175781,nan
130,296.8,295.4627990722656,nan
131,298.9,296.68182373046875,nan
132,302.3,297.95184326171875,nan
133,296.95,299.3175354003906,nan
134,293.25,300.63006591796875,nan
135,294.05,301.7122497558594,nan
136,293.55,302.49658203125,nan
137,293.25,302.94805908203125,nan
138,294.55,303.06988525390625,nan
139,299.85,302.9298095703125,nan
140,302.25,302.71722412109375,nan
141,302.4,302.5892639160156,nan
142,302.5,302.6208190917969,nan
143,302.65,302.8337707519531,nan
144,298.6,303.2151184082031,nan
145,298.5,303.6317443847656,nan
146,296.5,304.0037841796875,nan
147,297.65,304.2354431152344,nan
